Nº,Desc. nacionalidade,A/S curricular aluno,Sexo (M/F),Desc. tipos aluno,Cód. curso,Nome curso,Área Científica,Empregabilidade,Ano lectivo ingresso,Candidatos - Formade Ingresso 1.º ano 1.ª vez,Nota de Ingresso,Ano Nascimento,Idade neste ano letivo,Ano conclusão habilitação anterior,Classificação habilitação anterior,Desc. habilitação anterior,Desc. regime frequência,Bolsa DGES,Concelho,Km Distância ISEC Lisboa - Concelho Morada Indicada pelo estudante,Desc. habilitação literária mãe,Desc. habilitação literária pai,Desc. profissão mãe,Desc. profissão pai,Desc. situação profissional mãe,Desc. situação profissional pai,Desc. situação profissional (aluno),Desc. grupo profissional (aluno),ECTS (aprovados),ECTS (inscrito),% de ECTS feitos face inscritos,Média UC Realizadas,Diplomou-se até 2022 (Curso),Diplomou-se até 2022 (Data),Abandono?
20180147,Portuguesa,2,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,14.35,1998,23,2020,14,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),sim,Lisboa,0.00,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Não Responde,Não Responde,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,52,52,100%,13.87,Não,Não,renovou no ano seguinte
20190142,Angolana,2,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],10.20,1999,22,2021,10,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Sintra,32.10,Ensino médio,Ensino médio,Outra situação,Não disponível,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Outra situação,36,62,58%,12.39,Não,Não,Não renovou
20200339,Portuguesa,2,F,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],12.10,2002,19,2020,13,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Loures,10.10,4.º ano de escolaridade (antiga 4.ª classe),4.º ano de escolaridade (antiga 4.ª classe),Outra situação,Outra situação,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,51,74,69%,12.41,Não,Não,renovou no ano seguinte
20190218,Portuguesa,2,M,Normal,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,15.75,2001,20,2021,14,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),sim,Benavente,55.88,4.º ano de escolaridade (antiga 4.ª classe),4.º ano de escolaridade (antiga 4.ª classe),Outra situação,Pessoal dos serviços de proteção e segurança,Outra Situação,Trabalha por conta de outrém,"Aluno, estudante",Outra situação,52,52,100%,13.19,Não,Não,renovou no ano seguinte
20190404,Portuguesa,2,F,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,17.05,1998,23,2021,16,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Sintra,32.10,Licenciatura,Outra,Trabalhadores dos serviços pessoais,Trabalhadores da montagem,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Pessoal Administrativo e Similares,52,52,100%,14.27,Não,Não,renovou no ano seguinte
20190291,Portuguesa,2,F,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,15.10,2000,21,2021,13,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Sintra,32.10,Ensino médio,Licenciatura,Outra situação,Outra situação,Trabalha por conta de outrém,Desconhecida /Não Tem,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,48,52,92%,11.96,Não,Não,renovou no ano seguinte
20190047,Portuguesa,2,F,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,16.40,1997,24,2021,15,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Seixal,27.80,Outro grau,Outro grau,Outra situação,Outra situação,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,52,52,100%,12.67,Não,Não,renovou no ano seguinte
20180209,Portuguesa,2,F,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],12.49,1998,23,2021,13,12.º ano de escolaridade,Diurno (horário não vinculativo),Não,Arruda Vinhos,34.10,9º ano de esco(antigo 5º ano liceal/ensino técni.),6º ano de escol.(antigo 2ºano lic./ciclo prepara.),Outra situação,Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Pessoal de apoio directo a clientes,41,41,100%,13.93,Não,Não,renovou no ano seguinte
20190106,Portuguesa,2,M,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,17.70,1999,22,2021,17,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Sintra,32.10,12.º ano de escolaridade,12.º ano de escolaridade,Outro pessoal de apoio de tipo administrativo,Outro pessoal de apoio de tipo administrativo,Trabalha por conta de outrém,Trabalha por conta de outrém,Outra Situação,Outra situação,52,52,100%,14.17,Não,Não,renovou no ano seguinte
20190453,Portuguesa,2,M,Trabalhador Estudante,9173,Gestão Hoteleira,811 – Hotelaria e Restauração,94.70%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,17.70,1996,25,2021,14,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Sintra,32.10,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),Outra situação,Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Vendedores,52,52,100%,14.90,Não,Não,renovou no ano seguinte
20210046,Portuguesa,1,F,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,H - Licenciatura - Acesso para maiores de 23,13.90,1980,41,2004,17.7,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Cascais,35.30,Especialização pós-licenciatura,Ensino médio,Não Responde,Não Responde,Trabalha por conta de outrém,Reformado/a,Trabalha por conta de outrém,Trabalhadores da montagem,54,60,90%,11.56,Não,Não,renovou no ano seguinte
20210047,Portuguesa,1,F,Trabalhador Estudante,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),15.07,1999,22,2018,15,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,12.º ano de escolaridade,9º ano de esco(antigo 5º ano liceal/ensino técni.),"Técnicos e profissões das ciências e engenharia, de nível intermédio",Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,"Técnicos e profissionais, de nível intermédio da saúde",60,60,100%,11.90,Não,Não,renovou no ano seguinte
20210051,Portuguesa,1,F,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),15.02,1997,24,2018,15,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Odivelas,7.40,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Trabalha no negócio de familia,Trabalha no negócio de familia,Trabalha no negócio de familia,"Directores de hotelaria, restauração, comércio e de outros serviços",60,60,100%,12.20,Não,Não,renovou no ano seguinte
20210052,Portuguesa,1,M,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),12.55,1998,23,2018,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,9º ano de esco(antigo 5º ano liceal/ensino técni.),12.º ano de escolaridade,Trabalhadores dos serviços pessoais,Pessoal dos serviços de proteção e segurança,Trabalha por conta de outrém,Desconhecida /Não Tem,Trabalha por conta de outrém,"Trabalhadores qualificados da indústria, construção e artífices",42,60,70%,11.29,Não,Não,Não renovou
20210048,Portuguesa,1,M,Trabalhador Estudante,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,H - Licenciatura - Acesso para maiores de 23,14.84,1997,24,2017,18,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Almada,16.50,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,"Técnicos e profissionais, de nível intermédio da saúde",60,60,100%,13.20,Não,Não,renovou no ano seguinte
20210073,Portuguesa,1,M,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),14.22,1996,25,2018,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Loures,10.10,Bacharelato,Bacharelato,Não Responde,Não Responde,Trabalha por conta própria - (como empregador),Trabalha por conta própria - (como empregador),Trabalha no negócio de familia,"Técnicos e profissionais, de nível intermédio da saúde",60,60,100%,13.20,Não,Não,renovou no ano seguinte
20210101,Brasileira,1,F,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,H - Licenciatura - Acesso para maiores de 23,13.41,1997,24,2018,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Cascais,35.30,Licenciatura,Licenciatura,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta própria - (como empregador),"Técnicos de nível intermédio, das áreas financeira, administrativa e dos negócios",60,60,100%,12.00,Não,Não,renovou no ano seguinte
20210104,Portuguesa,1,M,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),13.30,2001,20,2020,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,0,60,0%,0.00,Não,Não,Não renovou
20210115,Portuguesa,1,F,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,H - Licenciatura - Acesso para maiores de 23,15.87,1984,37,2002,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,12.º ano de escolaridade,12.º ano de escolaridade,Não Responde,Não Responde,Trabalha no negócio de familia,Trabalha no negócio de familia,Trabalha no negócio de familia,Pessoal de apoio directo a clientes,60,60,100%,12.50,Não,Não,renovou no ano seguinte
20210333,Portuguesa,1,M,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,H - Licenciatura - Acesso para maiores de 23,15.85,1996,25,2015,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Barreiro,44.70,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),Não Responde,Não Responde,Trabalha por conta própria - (como empregador),Trabalha por conta própria - (como empregador),Trabalha no negócio de familia,Trabalhadores da montagem,60,60,100%,13.30,Não,Não,renovou no ano seguinte
20200464,Portuguesa,1,F,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,H - Licenciatura - Acesso para maiores de 23,11.95,1997,24,2017,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Barreiro,44.70,12.º ano de escolaridade,Licenciatura,"Trabalhadores qualificados da construção e similares, exceto eletricista","Técnicos e profissionais, de nível intermédio da saúde",Trabalha por conta própria - independente (sem empregados),Trabalha no negócio de familia,Trabalha no negócio de familia,Técnicos e Profissionais de Nível Intermédio,54,60,90%,12.89,Não,Não,renovou no ano seguinte
20210268,Portuguesa,1,F,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),14.90,2003,18,2021,16,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,12.º ano de escolaridade,11.º ano de escolaridade,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,"Técnicos e profissionais, de nível intermédio da saúde",60,60,100%,13.30,Não,Não,renovou no ano seguinte
20200647,Angolana,1,F,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,11.00,2001,20,2019,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Licenciatura,Mestrado Integrado,Profissionais de saúde,Professores,Serviço Militar,Reformado/a,"Aluno, estudante",Outra situação,42,66,64%,11.71,Não,Não,renovou no ano seguinte
20210678,Portuguesa,1,M,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),13.20,1999,22,2020,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Desempregado/a,Outra situação,42,60,70%,11.14,Não,Não,Não renovou
20210563,Portuguesa,1,F,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,H - Licenciatura - Acesso para maiores de 23,10.90,1995,26,2019,17,Curso de Especialização Tecnológica,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,9º ano de esco(antigo 5º ano liceal/ensino técni.),9º ano de esco(antigo 5º ano liceal/ensino técni.),Outra situação,Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,Desempregado/a,Desconhecido/não sabe,0,60,0%,0.00,Não,Não,Não renovou
20210286,Portuguesa,1,F,Trabalhador Estudante,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,M - Licenciatura - Titulares de Outros Cursos Superiores (Bach./Lic./Mest./Dout.),11.00,1967,54,1993,11,Licenciatura,Pós-Laboral (horário não vinculativo),Não,Cascais,35.30,4.º ano de escolaridade (antiga 4.ª classe),Curso Especialização Tecnológica,Não Responde,"Empregados de escritório, secretários em geral e operadores de processamento de dados",Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha no negócio de familia,Profissionais de saúde,48,48,100%,15.13,Não,Não,renovou no ano seguinte
20210677,Portuguesa,1,M,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,H - Licenciatura - Acesso para maiores de 23,12.10,1994,27,2010,NA,9º ano de esco(antigo 5º ano liceal/ensino técni.),Pós-Laboral (horário não vinculativo),Não,Torres Vedras,45.30,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha no negócio de familia,Outra situação,6,60,10%,10.00,Não,Não,Não renovou
20210624,Portuguesa,1,M,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),13.30,2003,18,2021,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),sim,Vila Franca de Xira,34.40,Ensino médio,Ensino médio,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,Desempregado/a,Pessoal de apoio directo a clientes,48,60,80%,10.13,Não,Não,renovou no ano seguinte
20210682,Portuguesa,1,F,Trabalhador Estudante,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,H - Licenciatura - Acesso para maiores de 23,15.90,1978,43,2001,12,Licenciatura,Pós-Laboral (horário não vinculativo),Não,Vila Franca de Xira,34.40,Outra,Outra,Não Responde,Não Responde,Reformado/a,Reformado/a,Trabalha por conta própria - independente (sem empregados),"Directores de hotelaria, restauração, comércio e de outros serviços",60,60,100%,13.40,Não,Não,renovou no ano seguinte
20200809,Portuguesa,2,F,Normal,100,Ótica e Optometria,729 – Saúde (programas não classificados noutras áreas),98.90%,202122,H - Licenciatura - Acesso para maiores de 23,13.10,1993,28,2014,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Serpa,207.00,Ensino médio,Licenciatura,Assistentes na preparação de refeições,Profissionais de saúde,Trabalha por conta de outrém,Trabalha por conta própria - (como empregador),Trabalha no negócio de familia,Técnicos e Profissionais de Nível Intermédio,60,66,91%,12.13,Não,Não,renovou no ano seguinte
